   1.1357627e-01	   2.9432982e+00	   3.2866413e+00	
   5.5351283e-01	   3.2376643e+00	   3.5987325e+00	
   8.0391364e-01	   2.9216990e+00	   3.2331673e+00	
   1.9388578e-01	   2.8553244e+00	   3.3292595e+00	
  -2.1607147e-01	   2.5602177e+00	   2.9304853e+00	
   7.4361124e-01	   3.0962472e+00	   3.2002424e+00	
   7.4518437e-01	   2.8986641e+00	   3.0889464e+00	
   8.7407505e-01	   2.9630026e+00	   3.1062651e+00	
   6.1976137e-01	   3.0022757e+00	   3.6132971e+00	
   2.9314204e-01	   2.4018659e+00	   3.1941932e+00	
   8.1092857e-01	   2.9540162e+00	   3.2037804e+00	
   7.6494092e-01	   3.1170245e+00	   3.3673242e+00	
   9.6662146e-01	   2.7028465e+00	   3.1468828e+00	
   5.0416197e-01	   3.0781905e+00	   3.3205482e+00	
   1.0951633e+00	   2.9466290e+00	   3.2792438e+00	
   8.2000476e-01	   2.9079919e+00	   3.0738749e+00	
   6.9415976e-01	   3.0306490e+00	   3.3383781e+00	
   5.9865602e-01	   2.6033556e+00	   3.1250662e+00	
   1.0143461e+00	   2.8558423e+00	   2.9840408e+00	
   1.7272294e-01	   2.5980456e+00	   3.2996181e+00	
  -2.5593314e+00	   2.6818623e-01	  -1.6392211e+00	
  -2.3537136e+00	   7.6785093e-02	  -1.3295234e+00	
  -2.8840575e+00	  -1.6027546e-02	  -6.5507564e-01	
  -2.5428740e+00	   9.4884426e-02	  -1.1703152e+00	
  -2.6169453e+00	  -3.0782515e-01	  -4.9245828e-01	
  -2.5900393e+00	   6.6132933e-01	  -1.4443587e+00	
  -2.3263935e+00	   2.0386549e-01	  -1.4500536e+00	
  -2.4087713e+00	   5.4666777e-02	  -5.8962422e-01	
  -2.6261396e+00	   4.9801272e-01	  -1.1210661e+00	
  -2.4678255e+00	   3.9456180e-01	  -1.3146511e+00	
  -2.5161421e+00	  -2.8351566e-01	  -1.4673401e+00	
  -2.5407090e+00	   3.2885425e-01	  -1.7190716e+00	
  -2.7315985e+00	   2.5783708e-01	  -1.2932815e+00	
  -2.6934905e+00	   2.7252722e-01	  -1.2319828e+00	
  -2.2989190e+00	   1.0585800e-01	  -9.7016639e-01	
  -2.5178061e+00	  -3.8615324e-01	  -1.2559801e-01	
  -2.0834390e+00	  -2.5423921e-01	  -9.6584029e-01	
  -2.5122848e+00	  -3.1150725e-01	  -1.4722083e+00	
  -2.7276935e+00	   5.6725476e-01	  -1.6665862e+00	
  -2.4631381e+00	   2.5663790e-02	  -1.4513958e+00	
  -5.4329769e-01	  -9.5622366e-01	   1.3386119e+00	
  -7.6319597e-01	  -1.0912885e+00	   1.7350108e+00	
  -5.5293164e-01	  -6.8533955e-01	   1.2104580e+00	
  -1.2961074e-01	  -1.1566034e+00	   1.3219151e+00	
   1.5364081e-01	  -1.4448241e+00	   1.2388727e+00	
  -6.6685142e-01	  -1.4428564e+00	   1.7776437e+00	
  -1.8869098e-01	  -9.3805313e-01	   8.7412978e-01	
  -6.7254759e-01	  -1.7627327e+00	   1.6637288e+00	
  -8.5728640e-01	  -1.5984667e+00	   1.7966906e+00	
  -3.1919211e-01	  -8.2511986e-01	   1.1468933e+00	
  -8.4692488e-01	  -1.4626720e+00	   1.3722249e+00	
  -3.7465944e-01	  -1.5268550e+00	   1.2406511e+00	
  -3.2524954e-01	  -1.2085792e+00	   1.3496382e+00	
  -2.9519475e-01	  -1.5924745e+00	   1.4638532e+00	
  -3.6632283e-02	  -9.4470161e-01	   9.2855057e-01	
  -3.5906968e-01	  -1.2049583e+00	   1.2720311e+00	
  -6.6379043e-01	  -1.2624690e+00	   1.2986468e+00	
  -5.3295966e-01	  -1.5699585e+00	   1.3495155e+00	
  -1.2030360e-01	  -1.4523766e+00	   1.2159029e+00	
  -2.4092347e-02	  -1.3604942e+00	   1.6083681e+00	
   9.9474232e-01	  -2.2069651e+00	   5.3214548e-01	
   4.0886844e-01	  -2.4651805e+00	   5.1118511e-01	
   1.3702722e+00	  -3.0843382e+00	   2.1913146e-01	
   6.2505909e-01	  -2.3838531e+00	   8.2689300e-01	
   1.1951736e+00	  -2.8271596e+00	   9.8597201e-01	
   1.5655618e+00	  -2.9644235e+00	   1.0480173e+00	
   1.0005949e+00	  -3.8365860e+00	   7.9284825e-01	
   6.6628289e-01	  -3.2174520e+00	   8.7462089e-01	
   6.7571973e-01	  -2.0763063e+00	   1.1785498e+00	
   7.1405026e-01	  -2.6518781e+00	   1.2778166e+00	
   8.8692763e-01	  -3.5486835e+00	   1.1019168e+00	
   5.8663213e-01	  -3.2973897e+00	   1.3010860e+00	
   1.6961339e+00	  -2.5169099e+00	   8.5769005e-01	
   2.0047423e+00	  -2.9300553e+00	   5.6666151e-01	
   1.7238907e+00	  -2.4868764e+00	   7.6878923e-01	
   1.5717800e+00	  -2.3748870e+00	   8.8532377e-01	
